siteID,domainID,namedLocation,eventID,boutEndDate,targetTaxaPresent,1,2,3,site_int,increased,measuredReachLength,n,mean_wetted_width_m,sd_wetted_width_m,area_m2
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2018.spring,2018-04-04T18:47:00Z,NA,48,44,19,14,depletion,99,1,5.954166666666667,2.911375256657715,589.4625
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2019.fall,2019-10-16T21:10:00Z,NA,211,184,130,15,depletion,102,1,5.954166666666667,2.911375256657715,607.325
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2019.spring,2019-04-10T17:28:00Z,NA,100,71,32,16,depletion,102,1,5.954166666666667,2.911375256657715,607.325
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2021.spring,2021-04-08T17:21:00Z,NA,2,3,5,17,no depletion,95,1,5.954166666666667,2.911375256657715,565.6458333333334
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2022.spring,2022-03-31T18:52:00Z,NA,3,7,4,18,no depletion,80,1,5.954166666666667,2.911375256657715,476.3333333333333
ARIK,D10,ARIK.AOS.fish.point.06,ARIK.2024.spring,2024-04-03T17:25:00Z,NA,30,7,8,19,depletion,100,1,5.954166666666667,2.911375256657715,595.4166666666666
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2016.fall,2016-10-12T21:00:00Z,NA,19,27,28,20,no depletion,120,1,5.954166666666667,2.911375256657715,714.5
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2016.spring,2016-04-14T19:30:00Z,NA,47,29,19,21,depletion,120,1,5.954166666666667,2.911375256657715,714.5
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2017.fall,2017-10-19T19:15:00Z,NA,81,47,13,22,depletion,112,1,5.954166666666667,2.911375256657715,666.8666666666667
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2017.spring,2017-04-12T21:15:00Z,NA,82,24,22,23,depletion,120,1,5.954166666666667,2.911375256657715,714.5
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2018.fall,2018-10-18T20:30:00Z,NA,208,159,155,24,depletion,112,1,5.954166666666667,2.911375256657715,666.8666666666667
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2018.spring,2018-04-04T18:47:00Z,NA,71,43,20,25,depletion,113,1,5.954166666666667,2.911375256657715,672.8208333333333
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2019.fall,2019-10-16T21:10:00Z,NA,318,260,147,26,depletion,113,1,5.954166666666667,2.911375256657715,672.8208333333333
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2021.spring,2021-04-08T17:21:00Z,NA,7,5,6,27,depletion,119,1,5.954166666666667,2.911375256657715,708.5458333333333
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2022.spring,2022-03-31T18:52:00Z,NA,2,1,8,28,no depletion,119,1,5.954166666666667,2.911375256657715,708.5458333333333
ARIK,D10,ARIK.AOS.fish.point.09,ARIK.2024.spring,2024-04-03T17:25:00Z,NA,10,7,8,29,depletion,113,1,5.954166666666667,2.911375256657715,672.8208333333333
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2018.fall,2018-10-18T21:03:00Z,NA,34,22,15,30,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2018.spring,2018-05-18T21:39:00Z,NA,9,14,18,31,no depletion,102,1,3.966828282828283,1.0354408510994053,404.61648484848484
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2019.fall,2019-10-24T20:04:00Z,NA,54,11,10,32,depletion,102,1,3.966828282828283,1.0354408510994053,404.61648484848484
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2019.spring,2019-04-25T22:55:00Z,NA,27,7,10,33,depletion,105,1,3.966828282828283,1.0354408510994053,416.51696969696974
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2022.fall,2022-10-11T19:44:00Z,NA,12,8,2,34,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.01,BIGC.2022.spring,2022-04-28T17:37:00Z,NA,24,9,13,35,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.04,BIGC.2018.fall,2018-10-18T21:03:00Z,NA,68,29,8,36,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.04,BIGC.2018.spring,2018-05-18T21:39:00Z,NA,59,42,18,37,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.04,BIGC.2019.fall,2019-10-24T20:04:00Z,NA,71,26,22,38,depletion,102,1,3.966828282828283,1.0354408510994053,404.61648484848484
BIGC,D17,BIGC.AOS.fish.point.04,BIGC.2019.spring,2019-04-25T22:55:00Z,NA,36,23,17,39,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.04,BIGC.2021.spring,2021-04-22T17:10:00Z,NA,25,8,3,40,depletion,77,1,3.966828282828283,1.0354408510994053,305.4457777777778
BIGC,D17,BIGC.AOS.fish.point.07,BIGC.2018.fall,2018-10-18T21:03:00Z,NA,62,14,9,41,depletion,90,1,3.966828282828283,1.0354408510994053,357.0145454545455
BIGC,D17,BIGC.AOS.fish.point.07,BIGC.2018.spring,2018-05-18T21:39:00Z,NA,56,36,20,42,depletion,90,1,3.966828282828283,1.0354408510994053,357.0145454545455
BIGC,D17,BIGC.AOS.fish.point.07,BIGC.2019.fall,2019-10-24T20:04:00Z,NA,53,8,12,43,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BIGC,D17,BIGC.AOS.fish.point.07,BIGC.2019.spring,2019-04-25T22:55:00Z,NA,15,12,7,44,depletion,90,1,3.966828282828283,1.0354408510994053,357.0145454545455
BIGC,D17,BIGC.AOS.fish.point.07,BIGC.2022.spring,2022-04-28T17:37:00Z,NA,61,20,6,45,depletion,100,1,3.966828282828283,1.0354408510994053,396.6828282828283
BLDE,D12,BLDE.AOS.fish.point.02,BLDE.2018.fall,2018-09-20T19:06:00Z,NA,14,11,4,46,depletion,82,1,3.7208533333333333,1.626110734231282,305.10997333333336
BLDE,D12,BLDE.AOS.fish.point.02,BLDE.2019.fall,2019-09-26T18:20:00Z,NA,22,15,10,47,depletion,82,1,3.7208533333333333,1.626110734231282,305.10997333333336
BLDE,D12,BLDE.AOS.fish.point.02,BLDE.2020.fall,2020-10-09T18:00:00Z,NA,23,16,11,48,depletion,82,1,3.7208533333333333,1.626110734231282,305.10997333333336
BLDE,D12,BLDE.AOS.fish.point.02,BLDE.2023.fall,2023-09-20T17:42:00Z,NA,33,15,17,49,depletion,80,1,3.7208533333333333,1.626110734231282,297.6682666666667
BLDE,D12,BLDE.AOS.fish.point.02,BLDE.2024.fall,2024-09-26T18:14:00Z,NA,20,6,11,50,depletion,73,1,3.7208533333333333,1.626110734231282,271.62229333333335
BLDE,D12,BLDE.AOS.fish.point.03,BLDE.2018.fall,2018-09-20T19:06:00Z,NA,23,9,14,51,depletion,90,1,3.7208533333333333,1.626110734231282,334.8768
BLDE,D12,BLDE.AOS.fish.point.06,BLDE.2018.fall,2018-09-20T19:06:00Z,NA,14,10,8,52,depletion,96,1,3.7208533333333333,1.626110734231282,357.20192
BLDE,D12,BLDE.AOS.fish.point.06,BLDE.2019.fall,2019-09-26T18:20:00Z,NA,26,19,18,53,depletion,96,1,3.7208533333333333,1.626110734231282,357.20192
BLDE,D12,BLDE.AOS.fish.point.06,BLDE.2021.fall,2021-09-29T20:51:00Z,NA,47,26,22,54,depletion,96,1,3.7208533333333333,1.626110734231282,357.20192
BLUE,D11,BLUE.AOS.fish.point.02,BLUE.2017.fall,2017-11-03T19:17:00Z,NA,190,96,55,55,depletion,98,1,22.79510416666667,3.2889626443447226,2233.9202083333334
BLUE,D11,BLUE.AOS.fish.point.02,BLUE.2017.spring,2017-03-24T22:00:00Z,NA,195,150,128,56,depletion,98,1,22.79510416666667,3.2889626443447226,2233.9202083333334
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2017.fall,2017-11-03T19:17:00Z,NA,223,115,66,57,depletion,98,1,22.79510416666667,3.2889626443447226,2233.9202083333334
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2017.spring,2017-03-24T22:00:00Z,NA,183,129,77,58,depletion,98,1,22.79510416666667,3.2889626443447226,2233.9202083333334
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2022.fall,2022-10-28T17:00:00Z,NA,714,282,218,59,depletion,100,1,22.79510416666667,3.2889626443447226,2279.510416666667
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2022.spring,2022-03-30T21:08:00Z,NA,672,375,175,60,depletion,101,1,22.79510416666667,3.2889626443447226,2302.3055208333335
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2023.fall,2023-11-02T00:12:00Z,NA,3640,543,321,61,depletion,100,1,22.79510416666667,3.2889626443447226,2279.510416666667
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2024.fall,2024-10-29T21:49:00Z,NA,348,297,214,62,depletion,101,1,22.79510416666667,3.2889626443447226,2302.3055208333335
BLUE,D11,BLUE.AOS.fish.point.04,BLUE.2024.spring,2024-03-27T22:47:00Z,NA,533,399,267,63,depletion,101,1,22.79510416666667,3.2889626443447226,2302.3055208333335
BLUE,D11,BLUE.AOS.fish.point.07,BLUE.2017.fall,2017-11-03T19:17:00Z,NA,194,190,160,64,depletion,80,1,22.79510416666667,3.2889626443447226,1823.6083333333336
BLUE,D11,BLUE.AOS.fish.point.07,BLUE.2017.spring,2017-03-24T22:00:00Z,NA,278,174,195,65,depletion,80,1,22.79510416666667,3.2889626443447226,1823.6083333333336
CARI,D19,CARI.AOS.fish.point.01,CARI.2016.fall,2016-09-29T20:00:00Z,NA,9,8,2,66,depletion,95,1,2.968014598540146,1.0435256583527952,281.9613868613139
CARI,D19,CARI.AOS.fish.point.01,CARI.2022.fall,2022-08-29T22:58:00Z,NA,24,15,17,67,depletion,79,1,2.968014598540146,1.0435256583527952,234.47315328467153
CARI,D19,CARI.AOS.fish.point.06,CARI.2022.fall,2022-08-29T22:58:00Z,NA,9,1,1,68,depletion,92,1,2.968014598540146,1.0435256583527952,273.05734306569343
CARI,D19,CARI.AOS.fish.point.10,CARI.2022.fall,2022-08-29T22:58:00Z,NA,12,1,1,69,depletion,97,1,2.968014598540146,1.0435256583527952,287.8974160583942
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2016.fall,2016-09-14T19:45:00Z,NA,897,42,23,70,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2017.fall,2017-12-23T04:31:00Z,NA,584,14,10,71,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2017.spring,2017-05-19T16:30:00Z,NA,3228,30,18,72,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2018.fall,2018-10-12T15:19:00Z,NA,81,1,7,73,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2019.fall,2019-10-10T16:55:00Z,NA,14,16,14,74,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2019.spring,2019-06-14T15:08:00Z,NA,8,7,4,75,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2020.fall,2020-09-22T19:12:00Z,NA,22,21,12,76,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2021.spring,2021-05-20T20:12:00Z,NA,25,10,4,77,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2022.fall,2022-10-13T16:40:00Z,NA,25,17,19,78,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2022.spring,2022-06-21T16:55:00Z,NA,13,11,7,79,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2023.fall,2023-10-12T18:05:00Z,NA,11,12,6,80,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2023.spring,2023-06-20T19:12:00Z,NA,2,10,4,81,no depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2024.fall,2024-09-24T18:12:00Z,NA,15,25,10,82,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.03,CRAM.2024.spring,2024-05-24T03:42:00Z,NA,2,2,2,83,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.06,CRAM.2016.fall,2016-09-14T19:45:00Z,NA,786,80,46,84,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.06,CRAM.2017.fall,2017-12-23T04:31:00Z,NA,885,48,33,85,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.06,CRAM.2018.fall,2018-10-12T15:19:00Z,NA,30,2,6,86,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.06,CRAM.2019.fall,2019-10-10T16:55:00Z,NA,7,5,19,87,no depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.06,CRAM.2019.spring,2019-06-14T15:08:00Z,NA,6,10,5,88,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2016.fall,2016-09-14T19:45:00Z,NA,504,45,69,89,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2017.fall,2017-12-23T04:31:00Z,NA,861,52,34,90,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2018.fall,2018-10-12T15:19:00Z,NA,81,10,12,91,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2018.spring,2018-06-02T03:54:00Z,NA,531,7,7,92,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2019.fall,2019-10-10T16:55:00Z,NA,2,7,3,93,no depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2019.spring,2019-06-14T15:08:00Z,NA,5,3,2,94,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2021.spring,2021-05-20T20:12:00Z,NA,9,10,8,95,depletion,NA,1,NA,NA,NA
CRAM,D05,CRAM.AOS.riparian.point.10,CRAM.2024.spring,2024-05-24T03:42:00Z,NA,3,2,2,96,depletion,NA,1,NA,NA,NA
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2017.fall,2017-12-14T14:25:00Z,NA,5,1,2,97,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2017.spring,2017-02-17T15:10:00Z,NA,10,4,5,98,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2018.fall,2018-11-29T16:30:00Z,NA,7,3,3,99,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2019.fall,2019-12-05T15:45:00Z,NA,14,8,4,100,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2019.spring,2019-02-07T16:07:00Z,NA,18,9,3,101,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2021.fall,2021-12-13T19:04:00Z,NA,47,32,22,102,depletion,107,1,4.932379844961241,1.6409610407378739,527.7646434108527
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2021.spring,2021-02-22T17:40:00Z,NA,41,12,8,103,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2022.fall,2022-12-01T19:40:00Z,NA,7,7,6,104,depletion,104,1,4.932379844961241,1.6409610407378739,512.967503875969
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2022.spring,2022-02-22T17:20:00Z,NA,56,50,14,105,depletion,105,1,4.932379844961241,1.6409610407378739,517.8998837209302
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2023.fall,2023-12-06T14:36:00Z,NA,35,13,14,106,depletion,105,1,4.932379844961241,1.6409610407378739,517.8998837209302
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2023.spring,2023-02-16T17:17:00Z,NA,22,9,6,107,depletion,105,1,4.932379844961241,1.6409610407378739,517.8998837209302
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2024.fall,2024-12-04T18:50:00Z,NA,9,10,4,108,depletion,108,1,4.932379844961241,1.6409610407378739,532.697023255814
CUPE,D04,CUPE.AOS.fish.point.03,CUPE.2024.spring,2024-02-14T17:58:00Z,NA,70,24,3,109,depletion,105,1,4.932379844961241,1.6409610407378739,517.8998837209302
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2017.fall,2017-12-14T14:25:00Z,NA,6,3,2,110,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2017.spring,2017-02-17T15:10:00Z,NA,19,11,2,111,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2018.fall,2018-11-29T16:30:00Z,NA,6,3,5,112,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2019.fall,2019-12-05T15:45:00Z,NA,20,25,19,113,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2019.spring,2019-02-07T16:07:00Z,NA,26,20,5,114,depletion,100,1,4.932379844961241,1.6409610407378739,493.23798449612406
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2022.fall,2022-12-01T19:40:00Z,NA,16,11,6,115,depletion,99,1,4.932379844961241,1.6409610407378739,488.3056046511628
CUPE,D04,CUPE.AOS.fish.point.06,CUPE.2023.spring,2023-02-16T17:17:00Z,NA,34,17,26,116,depletion,99,1,4.932379844961241,1.6409610407378739,488.3056046511628
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2017.fall,2017-12-14T14:25:00Z,NA,5,4,2,117,depletion,81,1,4.932379844961241,1.6409610407378739,399.5227674418605
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2017.spring,2017-02-17T15:10:00Z,NA,4,7,1,118,depletion,81,1,4.932379844961241,1.6409610407378739,399.5227674418605
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2018.fall,2018-11-29T16:30:00Z,NA,8,4,2,119,depletion,81,1,4.932379844961241,1.6409610407378739,399.5227674418605
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2018.spring,2018-02-15T14:36:00Z,NA,3,4,1,120,depletion,81,1,4.932379844961241,1.6409610407378739,399.5227674418605
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2019.fall,2019-12-05T15:45:00Z,NA,4,3,3,121,depletion,81,1,4.932379844961241,1.6409610407378739,399.5227674418605
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2022.fall,2022-12-01T19:40:00Z,NA,11,5,4,122,depletion,85,1,4.932379844961241,1.6409610407378739,419.25228682170547
CUPE,D04,CUPE.AOS.fish.point.08,CUPE.2025.spring,2025-02-12T17:23:00Z,NA,15,9,5,123,depletion,89,1,4.932379844961241,1.6409610407378739,438.9818062015504
GUIL,D04,GUIL.AOS.fish.point.02,GUIL.2018.spring,2018-02-08T16:45:00Z,NA,6,3,3,124,depletion,88,1,5.826590436590436,1.76249457262973,512.7399584199584
GUIL,D04,GUIL.AOS.fish.point.05,GUIL.2017.fall,2017-12-19T14:45:00Z,NA,4,5,6,125,no depletion,120,1,5.826590436590436,1.76249457262973,699.1908523908523
GUIL,D04,GUIL.AOS.fish.point.05,GUIL.2018.spring,2018-02-08T16:45:00Z,NA,17,12,10,126,depletion,120,1,5.826590436590436,1.76249457262973,699.1908523908523
GUIL,D04,GUIL.AOS.fish.point.09,GUIL.2017.fall,2017-12-19T14:45:00Z,NA,4,2,11,127,no depletion,80,1,5.826590436590436,1.76249457262973,466.1272349272349
GUIL,D04,GUIL.AOS.fish.point.09,GUIL.2018.spring,2018-02-08T16:45:00Z,NA,83,47,47,128,depletion,94,1,5.826590436590436,1.76249457262973,547.699501039501
GUIL,D04,GUIL.AOS.fish.point.09,GUIL.2022.fall,2022-12-22T18:45:00Z,NA,134,62,73,129,depletion,80,1,5.826590436590436,1.76249457262973,466.1272349272349
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2016.fall,2016-10-27T17:40:00Z,NA,72,36,21,130,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2017.fall,2017-11-10T15:30:00Z,NA,49,25,21,131,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2017.spring,2017-05-04T19:50:00Z,NA,6,4,12,132,no depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2018.fall,2018-10-25T20:14:00Z,NA,24,19,9,133,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2018.spring,2018-05-03T19:00:00Z,NA,17,10,13,134,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2019.fall,2019-10-25T19:58:00Z,NA,57,39,28,135,depletion,82,1,5.265095676824947,1.5102999706938192,431.73784549964563
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2019.spring,2019-05-09T20:52:00Z,NA,20,7,7,136,depletion,83,1,5.265095676824947,1.5102999706938192,437.0029411764706
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2020.fall,2020-10-29T19:52:00Z,NA,56,18,15,137,depletion,91,1,5.265095676824947,1.5102999706938192,479.1237065910702
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2021.fall,2021-10-29T20:42:00Z,NA,31,20,13,138,depletion,87,1,5.265095676824947,1.5102999706938192,458.06332388377035
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2021.spring,2021-05-04T19:51:00Z,NA,10,13,11,139,no depletion,96,1,5.265095676824947,1.5102999706938192,505.4491849751949
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2022.fall,2022-10-26T18:49:00Z,NA,69,36,31,140,depletion,90,1,5.265095676824947,1.5102999706938192,473.8586109142452
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2023.fall,2023-10-26T21:15:00Z,NA,51,23,24,141,depletion,82,1,5.265095676824947,1.5102999706938192,431.73784549964563
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2024.fall,2024-10-24T19:15:00Z,NA,50,35,32,142,depletion,99,1,5.265095676824947,1.5102999706938192,521.2444720056698
HOPB,D01,HOPB.AOS.fish.point.04,HOPB.2024.spring,2024-05-23T13:53:00Z,NA,42,36,9,143,depletion,86,1,5.265095676824947,1.5102999706938192,452.79822820694545
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2016.fall,2016-10-27T17:40:00Z,NA,90,55,41,144,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2017.fall,2017-11-10T15:30:00Z,NA,25,21,15,145,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2017.spring,2017-05-04T19:50:00Z,NA,25,14,8,146,depletion,80,1,5.265095676824947,1.5102999706938192,421.2076541459958
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2018.fall,2018-10-25T20:14:00Z,NA,27,18,11,147,depletion,82,1,5.265095676824947,1.5102999706938192,431.73784549964563
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2018.spring,2018-05-03T19:00:00Z,NA,18,20,16,148,depletion,82,1,5.265095676824947,1.5102999706938192,431.73784549964563
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2019.fall,2019-10-25T19:58:00Z,NA,30,19,13,149,depletion,86,1,5.265095676824947,1.5102999706938192,452.79822820694545
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2019.spring,2019-05-09T20:52:00Z,NA,10,7,5,150,depletion,82,1,5.265095676824947,1.5102999706938192,431.73784549964563
HOPB,D01,HOPB.AOS.fish.point.06,HOPB.2020.fall,2020-10-29T19:52:00Z,NA,76,28,22,151,depletion,93,1,5.265095676824947,1.5102999706938192,489.65389794472003
